날짜,전국_합계,전국_종합소매,전국_백화점,전국_대형마트/유통전문점,전국_슈퍼마켓,전국_편의점,전국_면세점,전국_전자상거래/통신판매,전국_식료품,전국_일반식료품,전국_건강보조식품,전국_의류/잡화,전국_의복/직물,전국_복식잡화,전국_시계/귀금속/안경,전국_화장품,전국_연료,전국_가구/가전,전국_가구,전국_가전제품/정보통신기기,전국_의료/보건,전국_종합병원,전국_일반병의원/기타의료기관,전국_자동차,전국_국산자동차신품,전국_기타운송수단,전국_자동차부품및정비,전국_여행/교통,전국_여행사/자동차임대,전국_항공사,전국_대중교통,전국_오락/문화,전국_스포츠/오락/여가,전국_서적/문구,전국_교육,전국_숙박/음식,전국_숙박,전국_음식점,전국_공과금/개인및전문서비스,전국_금융/보험,전국_기타,서울_합계,서울_종합소매,서울_백화점,서울_대형마트/유통전문점,서울_슈퍼마켓,서울_편의점,서울_면세점,서울_전자상거래/통신판매,서울_식료품,서울_일반식료품,서울_건강보조식품,서울_의류/잡화,서울_의복/직물,서울_복식잡화,서울_시계/귀금속/안경,서울_화장품,서울_연료,서울_가구/가전,서울_가구,서울_가전제품/정보통신기기,서울_의료/보건,서울_종합병원,서울_일반병의원/기타의료기관,서울_자동차,서울_국산자동차신품,서울_기타운송수단,서울_자동차부품및정비,서울_여행/교통,서울_여행사/자동차임대,서울_항공사,서울_대중교통,서울_오락/문화,서울_스포츠/오락/여가,서울_서적/문구,서울_교육,서울_숙박/음식,서울_숙박,서울_음식점,서울_공과금/개인및전문서비스,서울_금융/보험,서울_기타,부산_합계,부산_종합소매,부산_백화점,부산_대형마트/유통전문점,부산_슈퍼마켓,부산_편의점,부산_면세점,부산_전자상거래/통신판매,부산_식료품,부산_일반식료품,부산_건강보조식품,부산_의류/잡화,부산_의복/직물,부산_복식잡화,부산_시계/귀금속/안경,부산_화장품,부산_연료,부산_가구/가전,부산_가구,부산_가전제품/정보통신기기,부산_의료/보건,부산_종합병원,부산_일반병의원/기타의료기관,부산_자동차,부산_국산자동차신품,부산_기타운송수단,부산_자동차부품및정비,부산_여행/교통,부산_여행사/자동차임대,부산_항공사,부산_대중교통,부산_오락/문화,부산_스포츠/오락/여가,부산_서적/문구,부산_교육,부산_숙박/음식,부산_숙박,부산_음식점,부산_공과금/개인및전문서비스,부산_금융/보험,부산_기타,대구_합계,대구_종합소매,대구_백화점,대구_대형마트/유통전문점,대구_슈퍼마켓,대구_편의점,대구_면세점,대구_전자상거래/통신판매,대구_식료품,대구_일반식료품,대구_건강보조식품,대구_의류/잡화,대구_의복/직물,대구_복식잡화,대구_시계/귀금속/안경,대구_화장품,대구_연료,대구_가구/가전,대구_가구,대구_가전제품/정보통신기기,대구_의료/보건,대구_종합병원,대구_일반병의원/기타의료기관,대구_자동차,대구_국산자동차신품,대구_기타운송수단,대구_자동차부품및정비,대구_여행/교통,대구_여행사/자동차임대,대구_항공사,대구_대중교통,대구_오락/문화,대구_스포츠/오락/여가,대구_서적/문구,대구_교육,대구_숙박/음식,대구_숙박,대구_음식점,대구_공과금/개인및전문서비스,대구_금융/보험,대구_기타,인천_합계,인천_종합소매,인천_백화점,인천_대형마트/유통전문점,인천_슈퍼마켓,인천_편의점,인천_면세점,인천_전자상거래/통신판매,인천_식료품,인천_일반식료품,인천_건강보조식품,인천_의류/잡화,인천_의복/직물,인천_복식잡화,인천_시계/귀금속/안경,인천_화장품,인천_연료,인천_가구/가전,인천_가구,인천_가전제품/정보통신기기,인천_의료/보건,인천_종합병원,인천_일반병의원/기타의료기관,인천_자동차,인천_국산자동차신품,인천_기타운송수단,인천_자동차부품및정비,인천_여행/교통,인천_여행사/자동차임대,인천_항공사,인천_대중교통,인천_오락/문화,인천_스포츠/오락/여가,인천_서적/문구,인천_교육,인천_숙박/음식,인천_숙박,인천_음식점,인천_공과금/개인및전문서비스,인천_금융/보험,인천_기타,광주_합계,광주_종합소매,광주_백화점,광주_대형마트/유통전문점,광주_슈퍼마켓,광주_편의점,광주_면세점,광주_전자상거래/통신판매,광주_식료품,광주_일반식료품,광주_건강보조식품,광주_의류/잡화,광주_의복/직물,광주_복식잡화,광주_시계/귀금속/안경,광주_화장품,광주_연료,광주_가구/가전,광주_가구,광주_가전제품/정보통신기기,광주_의료/보건,광주_종합병원,광주_일반병의원/기타의료기관,광주_자동차,광주_국산자동차신품,광주_기타운송수단,광주_자동차부품및정비,광주_여행/교통,광주_여행사/자동차임대,광주_항공사,광주_대중교통,광주_오락/문화,광주_스포츠/오락/여가,광주_서적/문구,광주_교육,광주_숙박/음식,광주_숙박,광주_음식점,광주_공과금/개인및전문서비스,광주_금융/보험,광주_기타,대전_합계,대전_종합소매,대전_백화점,대전_대형마트/유통전문점,대전_슈퍼마켓,대전_편의점,대전_면세점,대전_전자상거래/통신판매,대전_식료품,대전_일반식료품,대전_건강보조식품,대전_의류/잡화,대전_의복/직물,대전_복식잡화,대전_시계/귀금속/안경,대전_화장품,대전_연료,대전_가구/가전,대전_가구,대전_가전제품/정보통신기기,대전_의료/보건,대전_종합병원,대전_일반병의원/기타의료기관,대전_자동차,대전_국산자동차신품,대전_기타운송수단,대전_자동차부품및정비,대전_여행/교통,대전_여행사/자동차임대,대전_항공사,대전_대중교통,대전_오락/문화,대전_스포츠/오락/여가,대전_서적/문구,대전_교육,대전_숙박/음식,대전_숙박,대전_음식점,대전_공과금/개인및전문서비스,대전_금융/보험,대전_기타,울산_합계,울산_종합소매,울산_백화점,울산_대형마트/유통전문점,울산_슈퍼마켓,울산_편의점,울산_면세점,울산_전자상거래/통신판매,울산_식료품,울산_일반식료품,울산_건강보조식품,울산_의류/잡화,울산_의복/직물,울산_복식잡화,울산_시계/귀금속/안경,울산_화장품,울산_연료,울산_가구/가전,울산_가구,울산_가전제품/정보통신기기,울산_의료/보건,울산_종합병원,울산_일반병의원/기타의료기관,울산_자동차,울산_국산자동차신품,울산_기타운송수단,울산_자동차부품및정비,울산_여행/교통,울산_여행사/자동차임대,울산_항공사,울산_대중교통,울산_오락/문화,울산_스포츠/오락/여가,울산_서적/문구,울산_교육,울산_숙박/음식,울산_숙박,울산_음식점,울산_공과금/개인및전문서비스,울산_금융/보험,울산_기타,경기_합계,경기_종합소매,경기_백화점,경기_대형마트/유통전문점,경기_슈퍼마켓,경기_편의점,경기_면세점,경기_전자상거래/통신판매,경기_식료품,경기_일반식료품,경기_건강보조식품,경기_의류/잡화,경기_의복/직물,경기_복식잡화,경기_시계/귀금속/안경,경기_화장품,경기_연료,경기_가구/가전,경기_가구,경기_가전제품/정보통신기기,경기_의료/보건,경기_종합병원,경기_일반병의원/기타의료기관,경기_자동차,경기_국산자동차신품,경기_기타운송수단,경기_자동차부품및정비,경기_여행/교통,경기_여행사/자동차임대,경기_항공사,경기_대중교통,경기_오락/문화,경기_스포츠/오락/여가,경기_서적/문구,경기_교육,경기_숙박/음식,경기_숙박,경기_음식점,경기_공과금/개인및전문서비스,경기_금융/보험,경기_기타,강원_합계,강원_종합소매,강원_백화점,강원_대형마트/유통전문점,강원_슈퍼마켓,강원_편의점,강원_면세점,강원_전자상거래/통신판매,강원_식료품,강원_일반식료품,강원_건강보조식품,강원_의류/잡화,강원_의복/직물,강원_복식잡화,강원_시계/귀금속/안경,강원_화장품,강원_연료,강원_가구/가전,강원_가구,강원_가전제품/정보통신기기,강원_의료/보건,강원_종합병원,강원_일반병의원/기타의료기관,강원_자동차,강원_국산자동차신품,강원_기타운송수단,강원_자동차부품및정비,강원_여행/교통,강원_여행사/자동차임대,강원_항공사,강원_대중교통,강원_오락/문화,강원_스포츠/오락/여가,강원_서적/문구,강원_교육,강원_숙박/음식,강원_숙박,강원_음식점,강원_공과금/개인및전문서비스,강원_금융/보험,강원_기타,충북_합계,충북_종합소매,충북_백화점,충북_대형마트/유통전문점,충북_슈퍼마켓,충북_편의점,충북_면세점,충북_전자상거래/통신판매,충북_식료품,충북_일반식료품,충북_건강보조식품,충북_의류/잡화,충북_의복/직물,충북_복식잡화,충북_시계/귀금속/안경,충북_화장품,충북_연료,충북_가구/가전,충북_가구,충북_가전제품/정보통신기기,충북_의료/보건,충북_종합병원,충북_일반병의원/기타의료기관,충북_자동차,충북_국산자동차신품,충북_기타운송수단,충북_자동차부품및정비,충북_여행/교통,충북_여행사/자동차임대,충북_항공사,충북_대중교통,충북_오락/문화,충북_스포츠/오락/여가,충북_서적/문구,충북_교육,충북_숙박/음식,충북_숙박,충북_음식점,충북_공과금/개인및전문서비스,충북_금융/보험,충북_기타,충남_합계,충남_종합소매,충남_백화점,충남_대형마트/유통전문점,충남_슈퍼마켓,충남_편의점,충남_면세점,충남_전자상거래/통신판매,충남_식료품,충남_일반식료품,충남_건강보조식품,충남_의류/잡화,충남_의복/직물,충남_복식잡화,충남_시계/귀금속/안경,충남_화장품,충남_연료,충남_가구/가전,충남_가구,충남_가전제품/정보통신기기,충남_의료/보건,충남_종합병원,충남_일반병의원/기타의료기관,충남_자동차,충남_국산자동차신품,충남_기타운송수단,충남_자동차부품및정비,충남_여행/교통,충남_여행사/자동차임대,충남_항공사,충남_대중교통,충남_오락/문화,충남_스포츠/오락/여가,충남_서적/문구,충남_교육,충남_숙박/음식,충남_숙박,충남_음식점,충남_공과금/개인및전문서비스,충남_금융/보험,충남_기타,전북_합계,전북_종합소매,전북_백화점,전북_대형마트/유통전문점,전북_슈퍼마켓,전북_편의점,전북_면세점,전북_전자상거래/통신판매,전북_식료품,전북_일반식료품,전북_건강보조식품,전북_의류/잡화,전북_의복/직물,전북_복식잡화,전북_시계/귀금속/안경,전북_화장품,전북_연료,전북_가구/가전,전북_가구,전북_가전제품/정보통신기기,전북_의료/보건,전북_종합병원,전북_일반병의원/기타의료기관,전북_자동차,전북_국산자동차신품,전북_기타운송수단,전북_자동차부품및정비,전북_여행/교통,전북_여행사/자동차임대,전북_항공사,전북_대중교통,전북_오락/문화,전북_스포츠/오락/여가,전북_서적/문구,전북_교육,전북_숙박/음식,전북_숙박,전북_음식점,전북_공과금/개인및전문서비스,전북_금융/보험,전북_기타,전남_합계,전남_종합소매,전남_백화점,전남_대형마트/유통전문점,전남_슈퍼마켓,전남_편의점,전남_면세점,전남_전자상거래/통신판매,전남_식료품,전남_일반식료품,전남_건강보조식품,전남_의류/잡화,전남_의복/직물,전남_복식잡화,전남_시계/귀금속/안경,전남_화장품,전남_연료,전남_가구/가전,전남_가구,전남_가전제품/정보통신기기,전남_의료/보건,전남_종합병원,전남_일반병의원/기타의료기관,전남_자동차,전남_국산자동차신품,전남_기타운송수단,전남_자동차부품및정비,전남_여행/교통,전남_여행사/자동차임대,전남_항공사,전남_대중교통,전남_오락/문화,전남_스포츠/오락/여가,전남_서적/문구,전남_교육,전남_숙박/음식,전남_숙박,전남_음식점,전남_공과금/개인및전문서비스,전남_금융/보험,전남_기타,경북_합계,경북_종합소매,경북_백화점,경북_대형마트/유통전문점,경북_슈퍼마켓,경북_편의점,경북_면세점,경북_전자상거래/통신판매,경북_식료품,경북_일반식료품,경북_건강보조식품,경북_의류/잡화,경북_의복/직물,경북_복식잡화,경북_시계/귀금속/안경,경북_화장품,경북_연료,경북_가구/가전,경북_가구,경북_가전제품/정보통신기기,경북_의료/보건,경북_종합병원,경북_일반병의원/기타의료기관,경북_자동차,경북_국산자동차신품,경북_기타운송수단,경북_자동차부품및정비,경북_여행/교통,경북_여행사/자동차임대,경북_항공사,경북_대중교통,경북_오락/문화,경북_스포츠/오락/여가,경북_서적/문구,경북_교육,경북_숙박/음식,경북_숙박,경북_음식점,경북_공과금/개인및전문서비스,경북_금융/보험,경북_기타,경남_합계,경남_종합소매,경남_백화점,경남_대형마트/유통전문점,경남_슈퍼마켓,경남_편의점,경남_면세점,경남_전자상거래/통신판매,경남_식료품,경남_일반식료품,경남_건강보조식품,경남_의류/잡화,경남_의복/직물,경남_복식잡화,경남_시계/귀금속/안경,경남_화장품,경남_연료,경남_가구/가전,경남_가구,경남_가전제품/정보통신기기,경남_의료/보건,경남_종합병원,경남_일반병의원/기타의료기관,경남_자동차,경남_국산자동차신품,경남_기타운송수단,경남_자동차부품및정비,경남_여행/교통,경남_여행사/자동차임대,경남_항공사,경남_대중교통,경남_오락/문화,경남_스포츠/오락/여가,경남_서적/문구,경남_교육,경남_숙박/음식,경남_숙박,경남_음식점,경남_공과금/개인및전문서비스,경남_금융/보험,경남_기타,제주_합계,제주_종합소매,제주_백화점,제주_대형마트/유통전문점,제주_슈퍼마켓,제주_편의점,제주_면세점,제주_전자상거래/통신판매,제주_식료품,제주_일반식료품,제주_건강보조식품,제주_의류/잡화,제주_의복/직물,제주_복식잡화,제주_시계/귀금속/안경,제주_화장품,제주_연료,제주_가구/가전,제주_가구,제주_가전제품/정보통신기기,제주_의료/보건,제주_종합병원,제주_일반병의원/기타의료기관,제주_자동차,제주_국산자동차신품,제주_기타운송수단,제주_자동차부품및정비,제주_여행/교통,제주_여행사/자동차임대,제주_항공사,제주_대중교통,제주_오락/문화,제주_스포츠/오락/여가,제주_서적/문구,제주_교육,제주_숙박/음식,제주_숙박,제주_음식점,제주_공과금/개인및전문서비스,제주_금융/보험,제주_기타,기타_합계,기타_종합소매,기타_백화점,기타_대형마트/유통전문점,기타_슈퍼마켓,기타_편의점,기타_면세점,기타_전자상거래/통신판매,기타_식료품,기타_일반식료품,기타_건강보조식품,기타_의류/잡화,기타_의복/직물,기타_복식잡화,기타_시계/귀금속/안경,기타_화장품,기타_연료,기타_가구/가전,기타_가구,기타_가전제품/정보통신기기,기타_의료/보건,기타_종합병원,기타_일반병의원/기타의료기관,기타_자동차,기타_국산자동차신품,기타_기타운송수단,기타_자동차부품및정비,기타_여행/교통,기타_여행사/자동차임대,기타_항공사,기타_대중교통,기타_오락/문화,기타_스포츠/오락/여가,기타_서적/문구,기타_교육,기타_숙박/음식,기타_숙박,기타_음식점,기타_공과금/개인및전문서비스,기타_금융/보험,기타_기타
2010/01,21112945,3896648,1046319,1970279,666373,70993,142685,1898278,395329,342009,53320,1009535,590559,76669,115008,227300,2304364,569061,69992,499069,1751622,502411,1249211,1157891,714289,47790,395812,431208,72671,182600,175938,931703,681654,250049,773783,2523163,204685,2318478,1272172,775214,1422975,8946865,1222413,429973,485175,220031,27746,59488,1776771,84362,66645,17717,351681,184754,25329,39364,102234,288519,225941,15396,210545,685372,224153,461219,460223,367051,19874,73297,337763,63817,162445,111502,303220,161998,141222,238684,809323,73746,735577,747012,746801,668779,1163225,311486,109617,144630,38621,2565,16053,3999,19991,15946,4045,70657,45702,4866,7403,12686,134722,27466,4771,22695,108590,33338,75252,135230,109267,3387,22575,6012,894,3602,1515,41031,33693,7338,45638,151461,13223,138238,46464,2483,57994,671792,182523,68092,79326,33589,1402,113,2755,12229,10545,1684,43392,25321,3048,6280,8742,104338,18057,2922,15134,73417,22959,50458,19612,95,2558,16959,589,275,103,212,34893,28387,6506,34003,88192,5142,83051,20291,117,37383,775380,222613,50318,97451,25178,2399,47267,14405,17620,15021,2599,37697,18862,6089,4865,7882,113440,20071,3558,16513,68026,17370,50656,38900,15319,934,22646,5300,273,778,4249,32007,26481,5526,34164,106997,6372,100626,25303,670,38165,485694,117846,54115,42632,19878,1221,0,1047,12908,11556,1352,27178,16633,2294,3292,4960,63791,14045,2911,11134,48119,13236,34883,36923,22852,1376,12695,393,335,6,51,25398,19735,5664,29786,66144,2187,63958,12889,523,28704,490058,114087,31394,57273,24040,1379,2,1333,14841,12949,1891,27918,15842,2084,3593,6399,63191,13219,2060,11158,51137,13536,37601,14226,63,1550,12613,38020,199,28,37792,21440,16434,5006,21734,67183,3453,63729,14330,133,27267,325474,78295,23214,43458,10944,678,1,835,9115,8416,699,14573,7783,1102,2233,3455,58266,8957,1771,7186,32702,8025,24678,10346,65,653,9628,242,91,1,151,13463,11069,2394,17546,51216,2515,48701,11789,40,18087,4008523,890588,168014,549618,157814,15080,62,48362,83919,75594,8325,181403,114540,13947,21647,31268,563502,122897,17471,105426,341726,79737,261989,298413,194496,8642,95275,15372,1326,105,13941,214203,172826,41377,198911,507313,17478,489835,259181,4470,278264,423599,65492,939,44977,15208,4362,7,156,15256,14140,1117,24139,15188,1961,2407,4583,82069,9968,1644,8324,30209,8790,21419,13519,19,600,12899,717,237,5,475,34978,31749,3228,12354,94046,28906,65139,12535,39,28123,382192,60485,3719,42339,13226,1197,4,1059,11957,10697,1260,27166,17697,1851,2217,5402,97293,11726,1692,10034,32125,6282,25842,13776,36,606,13134,352,164,7,181,22560,19516,3043,14901,54054,3931,50123,12750,110,21878,505501,85649,6566,57349,19693,2036,5,470,19838,17190,2648,27105,17054,1797,2666,5589,130295,15385,2048,13337,38883,8541,30343,18019,19,880,17120,314,136,27,151,24490,21270,3220,17824,78202,6398,71804,16492,62,32474,449793,82467,17446,47819,13747,3454,0,447,15776,14053,1724,28264,18446,2068,3201,4549,98377,13310,2269,11041,40660,11578,29082,15908,23,1035,14851,4288,184,3899,205,26519,22384,4135,18334,68404,8703,59701,13493,53,23493,364880,60323,5507,42061,11721,1032,2,556,15548,14611,937,20606,13430,1462,2242,3472,87974,10291,1686,8605,29426,8119,21307,13709,25,550,13134,361,178,8,174,22776,19745,3031,14500,57579,3469,54110,8122,49,23060,601703,101486,16148,62004,21762,1565,6,2165,20536,18804,1732,35689,23327,2416,4105,5841,181484,15449,2430,13019,39072,9827,29246,20309,38,1282,18989,441,175,5,261,32210,28105,4106,20340,89253,7348,81905,15101,47,28120,818665,172753,46454,100095,23216,2982,6,1707,18515,15978,2536,50240,32547,3373,5180,9139,170830,24360,4540,19820,69501,17758,51743,27109,77,1745,25287,1199,301,17,881,40846,34902,5943,34461,126456,7236,119220,27086,125,53478,217027,48134,191,21355,8990,719,16879,2042,11335,10113,1222,11842,7390,1125,909,2418,26407,5873,1067,4806,11255,3006,8249,4477,57,303,4117,8617,2086,5883,648,13832,12117,1715,7299,38312,7948,30364,8955,619,18027,482574,80006,14611,52716,8716,1175,2789,40170,11585,9753,1832,29982,16040,1855,3405,8681,39864,12047,1757,10290,51402,16156,35246,17193,4785,1813,10595,11228,1998,5681,3549,27837,21243,6594,13302,69028,6632,62397,20377,18873,39680
2010/02,20392319,3894444,910952,2098611,677879,80519,126482,1767115,482663,408128,74535,1012745,608096,75150,113901,215598,2213164,565256,73950,491306,1649680,472301,1177379,1182450,767426,52510,362514,398901,67727,165570,165605,854670,620232,234438,782854,2258609,165533,2093076,1172247,742836,1414682,8593051,1190205,369391,499547,227618,37794,55856,1650151,105835,83398,22437,346423,187579,25486,38259,95100,286738,220300,16376,203924,653452,212768,440684,464771,371320,24039,69412,317092,59630,147124,110338,278719,144679,134040,253849,736989,64388,672601,714804,718626,655096,1134044,303466,94203,154458,39511,2761,12533,4570,23791,18144,5647,69812,45585,4780,7273,12175,125864,24834,4787,20047,101499,30629,70870,158005,133231,3524,21250,5690,875,3364,1451,36498,29705,6793,43651,133242,11429,121812,41243,2570,59308,647490,183675,58850,88651,34582,1481,111,2554,15277,12797,2480,44244,26154,3237,6429,8423,97509,18011,3267,14744,68311,21141,47171,18197,119,2556,15521,605,288,103,213,31244,25013,6231,33111,78313,3692,74621,17228,156,39056,744153,216218,45355,103451,24830,2421,40162,12462,21946,18333,3613,38681,19830,6172,5019,7660,109121,19593,4036,15557,64677,16082,48595,34506,12460,1025,21021,5246,335,883,4028,28045,23034,5011,33736,97069,5315,91753,22195,645,40013,481289,118570,49810,46759,20651,1351,0,1214,16811,14583,2227,28437,17989,2312,3413,4724,62656,14027,3085,10942,45162,12615,32547,40624,27030,1419,12175,300,241,6,53,23581,18329,5253,28530,59362,1967,57394,11426,491,30097,473477,114635,27826,60793,24552,1463,2,1410,18419,15482,2937,28931,17086,2048,3544,6253,60640,12546,2156,10390,48082,12722,35360,12839,48,1692,11099,32371,204,26,32141,19206,14643,4563,21923,61187,3006,58181,12396,99,28793,303933,80445,21387,47469,10904,684,1,985,9148,8170,978,16263,9950,977,2019,3316,54093,7959,1516,6443,29524,7222,22302,9927,79,595,9254,255,116,1,138,11346,9179,2167,16362,43031,1937,41094,7478,36,17081,3962759,896705,147910,577159,156291,15292,52,48894,100271,88438,11832,190438,124708,13078,22040,30612,545769,129429,18989,110440,324745,76246,248499,313494,218756,8793,85946,12893,1230,96,11567,205904,165571,40333,201149,468603,14618,453985,239312,3821,281331,394294,70860,825,51203,15358,3471,2,165,16963,15438,1525,23151,14281,1867,2527,4476,74228,10998,1901,9097,29367,8475,20893,11056,10,629,10417,681,234,4,443,29454,26564,2891,12377,77309,20883,56425,9280,33,28373,371866,65500,3438,46849,13991,1217,4,1087,14815,12933,1881,25774,16281,1811,2236,5445,93651,12508,1825,10684,29494,5927,23566,12172,39,754,11379,300,109,6,185,21379,18630,2749,14100,48913,2884,46029,9356,103,22714,504479,92516,5834,63514,21016,2147,5,524,25695,21680,4015,28192,18235,1693,2739,5526,127685,15618,2210,13408,37663,8057,29606,16714,15,962,15738,292,120,27,145,22712,19846,2865,18138,71848,5186,66662,12568,86,34228,445696,87570,14254,56149,14556,2610,0,571,21234,18064,3170,28335,18680,1982,3227,4448,97781,13893,2339,11554,38989,11856,27133,14641,29,1043,13569,4255,237,3826,192,24818,21289,3529,21140,59687,5710,53977,10292,46,22445,371804,67456,4759,48219,13349,1127,2,649,23421,21639,1782,21206,14090,1435,2315,3366,88269,10353,1731,8623,27782,7843,19939,13404,34,691,12679,420,187,7,226,22765,20299,2467,13632,51617,2905,48713,6859,44,23926,586473,109453,14145,70517,23118,1667,5,2415,24429,21644,2785,34344,21988,2418,4114,5824,172811,16256,2710,13546,36479,9203,27276,19072,43,1218,17811,423,166,4,253,30275,26668,3607,20570,78015,5332,72683,12124,48,29760,783221,181463,42606,111923,23553,3376,6,1935,21906,18206,3700,50372,32965,3227,5075,9105,159734,23889,4284,19605,64336,16101,48235,25438,51,1725,23662,1072,265,18,789,35405,29954,5451,32804,108987,4979,104008,21252,123,54505,209675,48745,183,22912,9475,744,15431,1896,11524,10109,1414,12794,8274,1236,918,2366,25066,5800,1231,4568,10954,2837,8118,4365,154,374,3837,7601,1780,5305,516,13435,11932,1502,7198,34013,6725,27287,7441,583,18260,384617,66963,10176,49039,4523,915,2310,35635,11179,9070,2109,25347,14422,1392,2755,6778,31548,9240,1507,7733,39164,12577,26587,13225,4010,1471,7744,9406,1710,4769,2927,19883,14896,4987,10585,50427,4577,45850,16992,15326,29696
2010/03,23524772,4263787,1114037,2205886,707834,79535,156494,2044895,413017,348700,64317,1172411,667784,101299,148978,254350,2525934,825121,100016,725105,1874112,539758,1334354,1380440,898456,68830,413154,441328,61953,208327,171048,1181319,819449,361870,911390,2759929,184830,2575099,1209601,922914,1598574,10086202,1339861,449959,545805,242427,33450,68220,1933292,93257,71717,21541,422162,221406,34142,51608,115006,327974,339375,23163,316212,750415,243949,506466,564364,456213,30377,77775,349791,53450,184474,111867,363053,180035,183018,304141,924190,78147,846043,734023,900966,739338,1304268,329375,119588,147634,41572,3147,17433,5098,21450,16309,5141,74910,45040,6372,9272,14226,139829,36033,6264,29769,114970,35833,79137,179955,149322,4731,25902,7001,832,4417,1752,56127,42044,14083,66468,159847,13712,146136,42963,3224,67020,740520,200028,72191,90262,35748,1688,140,2788,12899,10818,2081,52230,29770,4077,8424,9958,109240,26775,4320,22455,78247,24839,53408,21296,96,3375,17826,673,281,112,281,42282,31302,10979,36542,94987,5320,89667,19153,282,43098,866474,241622,50582,110355,26661,2952,51072,5796,18556,15473,3083,47968,23326,8726,6584,9332,126968,31001,5931,25070,74007,18954,55052,41000,14851,1447,24702,5401,325,1022,4054,41568,31960,9608,41734,120860,5746,115114,23551,586,45857,561789,138684,64897,50369,21902,1513,3,1169,13418,11714,1704,33749,20730,3167,4385,5467,71516,19756,4166,15589,49321,14259,35062,50169,34881,1673,13614,533,443,7,83,34447,24432,10015,31726,71850,2417,69434,12717,116,32617,547505,130689,36589,66301,26032,1761,5,1583,16071,13851,2220,33869,18697,2841,4859,7472,70787,19080,3138,15941,54101,14720,39380,15151,85,2157,12909,34752,182,42,34529,28139,19430,8709,23733,75234,3921,71313,13988,210,30119,342431,86172,24547,50069,10725,828,3,952,9446,8649,797,16407,8878,1308,2550,3671,61221,10380,2048,8332,32302,8154,24148,10867,36,785,10046,312,113,8,191,16277,11709,4568,18364,52262,2505,49757,8032,71,19366,4611641,998260,183956,629797,166998,17394,116,55588,88993,79043,9950,219631,134823,18543,28881,37383,638788,181449,26115,155334,378616,88053,290563,350011,238320,12913,98779,14237,1556,294,12387,292143,231728,60415,231388,587178,18859,568319,246913,1522,326923,426345,71076,1003,52548,14976,2539,11,234,14164,12814,1350,26907,15935,2450,3250,5272,83673,15801,2462,13339,32874,9409,23465,13892,34,886,12972,726,263,9,454,34536,28907,5629,14003,77241,12965,64276,9818,75,31326,430053,67033,4525,47452,13592,1458,6,1156,11898,10525,1373,29424,17970,2354,2888,6212,108855,17206,2482,14724,33286,6666,26621,14829,63,1040,13726,137,204,-313,247,35077,28851,6226,15514,59459,3110,56350,9494,119,26566,581627,96960,7652,65832,20919,2548,8,592,22024,18386,3638,30174,17761,2344,3637,6432,148612,21768,2866,18902,42965,9416,33549,19484,24,1314,18147,528,267,30,231,34617,28026,6592,19016,89702,6084,83618,14146,164,40873,494204,89194,18390,55216,13932,1651,5,621,16859,14705,2154,33348,21312,2813,4100,5124,110511,19303,3022,16281,42246,12732,29513,17034,111,1386,15537,6768,253,6246,268,34282,27213,7069,20087,67585,3577,64008,11079,96,25189,412287,68045,6388,47745,12616,1283,13,646,15696,14503,1194,24072,15432,1921,2920,3800,98523,14350,2225,12124,30465,8903,21562,14731,17,857,13857,490,222,13,255,33130,27487,5644,14371,63797,3918,59880,7138,90,26742,657714,110923,15935,69140,23969,1877,2,2087,20143,18120,2023,39447,24406,3256,5326,6460,194611,22362,3530,18833,40606,10451,30156,21930,40,1789,20102,512,237,20,254,45616,36705,8912,20396,93316,6562,86754,12630,86,33047,891209,193811,49055,115743,25246,3751,15,1999,18903,15876,3027,54680,33782,4309,6426,10162,179186,34422,5584,28838,73279,19077,54202,28694,155,2173,26366,1402,300,42,1060,48830,37660,11170,36925,133784,6158,127626,22370,223,62701,229734,51007,291,23004,9491,854,17367,257,12292,10865,1427,13154,7955,1400,1156,2643,27812,6309,1134,5176,11918,3222,8696,4923,1,475,4446,9375,1809,7085,481,18639,15364,3275,7701,39601,7649,31952,6665,141,19940,340772,51048,8487,38614,1029,843,2075,31039,6947,5332,1615,20280,10561,1278,2712,5730,27828,9750,1565,8186,34494,11119,23375,12109,4207,1452,6450,8690,1215,4819,2656,22555,16596,5959,9283,49034,4180,44854,14920,14943,27852
